"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.29,"Does this requirement reflect your company current practice: Redundancy may include, where applicable, multiple parallel software instances with load balancing?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.30 7.31|7.32|7.32|7.32,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.33,Does this requirement reflect your company current practice: Procedures must exist to activate redundant components.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.34 7.35|7.36|7.36|7.36,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.34,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.35,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.36,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.37,Does this requirement reflect your company current practice: Redundant systems must be monitored for failures.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.38 7.39|7.40|7.40|7.40,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.38,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.39,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.40,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.41,Does this requirement reflect your company current practice: Redundant systems should be tested to verify failover operates as intended. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,7.42 7.43|7.44|7.44|7.44,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.42,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.43,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Redundancy of Information Processing Facilities,"<i>- Redundancy must be implemented where required to meet availability objectives.
- Redundant components and facilities must provide equivalent security to primary systems.
- Redundancy may include, where applicable:
  - Multiple network or connectivity providers.
  - Redundant networks or routing paths.
  - Geographically separated hosting locations.
  - Redundant power supplies or sources.
  - Multiple parallel software instances with load balancing.
- Procedures must exist to activate redundant components.
- Redundant systems must be monitored for failures.
- Redundant systems should be tested to verify failover operates as intended.

---</i>",7.44,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Procedure - Business Continuity Planning Procedure,"<i>1. Identify critical business processes.
2. Perform Business Impact Analysis.
3. Define RTO and RPO requirements.
4. Identify continuity and alternate solutions.
5. Develop and approve continuity plans.
6. Test and review plans.</i>",8.1,Does this procedure reflect your actual process?,"1. Identify critical business processes.
2. Perform Business Impact Analysis.
3. Define RTO and RPO requirements.
4. Identify continuity and alternate solutions.
5. Develop and approve continuity plans.
6. Test and review plans.",2,Yes|No|Somewhat|Not applicable,,0,,,|8.2|8.2|8.2,1
8,Procedure - Business Continuity Planning Procedure,"<i>1. Identify critical business processes.
2. Perform Business Impact Analysis.
3. Define RTO and RPO requirements.
4. Identify continuity and alternate solutions.
5. Develop and approve continuity plans.
6. Test and review plans.</i>",8.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
9,Procedure - Continuity Review and Improvement Procedure,"<i>1. Review continuity plans at planned intervals.
2. Review plans after significant disruptions or incidents.
3. Update plans, controls, and documentation.
4. Report results to management. ---</i>",9.1,Does this procedure reflect your actual process?,"1. Review continuity plans at planned intervals.
2. Review plans after significant disruptions or incidents.
3. Update plans, controls, and documentation.
4. Report results to management. ---",2,Yes|No|Somewhat|Not applicable,,0,,,|9.2|9.2|9.2,1
9,Procedure - Continuity Review and Improvement Procedure,"<i>1. Review continuity plans at planned intervals.
2. Review plans after significant disruptions or incidents.
3. Update plans, controls, and documentation.
4. Report results to management. ---</i>",9.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
