"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.13,Does this requirement reflect your company current practice: Capacity management must consider expected growth?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.17,Does this requirement reflect your company current practice: Capacity management must consider business and operational requirements?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.18 6.19|6.20|6.20|6.20,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.21,Does this requirement reflect your company current practice: Capacity must be monitored to identify trends and potential constraints.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.22 6.23|6.24|6.24|6.24,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.25,Does this requirement reflect your company current practice: Capacity thresholds and alerts should be defined where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.26 6.27|6.28|6.28|6.28,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.29,Does this requirement reflect your company current practice: Capacity-related risks must be addressed before service levels are impacted.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.30 6.31|6.32|6.32|6.32,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.33,Does this requirement reflect your company current practice: Capacity planning must be reviewed periodically and when significant changes occur. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,6.34 6.35|6.36|6.36|6.36,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.34,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.35,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Capacity Management,"<i>- Capacity requirements must be identified for systems and services.
- Capacity management must consider:
  - Current utilization.
  - Expected growth.
  - Business and operational requirements.
- Capacity must be monitored to identify trends and potential constraints.
- Capacity thresholds and alerts should be defined where technically feasible.
- Capacity-related risks must be addressed before service levels are impacted.
- Capacity planning must be reviewed periodically and when significant changes occur.

---</i>",6.36,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Procedure - Change Management Procedure,"<i>1. Change request is raised and documented.
2. Change is assessed for impact and risk.
3. Required approvals are obtained.
4. Change is implemented according to plan.
5. Change outcome is reviewed and documented.</i>",7.1,Does this procedure reflect your actual process?,"1. Change request is raised and documented.
2. Change is assessed for impact and risk.
3. Required approvals are obtained.
4. Change is implemented according to plan.
5. Change outcome is reviewed and documented.",2,Yes|No|Somewhat|Not applicable,,0,,,|7.2|7.2|7.2,1
7,Procedure - Change Management Procedure,"<i>1. Change request is raised and documented.
2. Change is assessed for impact and risk.
3. Required approvals are obtained.
4. Change is implemented according to plan.
5. Change outcome is reviewed and documented.</i>",7.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
8,Procedure - Capacity Management Procedure,"<i>1. Identify capacity requirements for systems and services.
2. Monitor utilization and performance.
3. Analyse trends and forecast future needs.
4. Plan and implement capacity adjustments.
5. Review effectiveness and update plans as required.</i>",8.1,Does this procedure reflect your actual process?,"1. Identify capacity requirements for systems and services.
2. Monitor utilization and performance.
3. Analyse trends and forecast future needs.
4. Plan and implement capacity adjustments.
5. Review effectiveness and update plans as required.",2,Yes|No|Somewhat|Not applicable,,0,,,|8.2|8.2|8.2,1
8,Procedure - Capacity Management Procedure,"<i>1. Identify capacity requirements for systems and services.
2. Monitor utilization and performance.
3. Analyse trends and forecast future needs.
4. Plan and implement capacity adjustments.
5. Review effectiveness and update plans as required.</i>",8.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
