"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.17,"Does this requirement reflect your company current practice: Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.",,2,Yes|No|Somewhat|Not applicable,,0,,,7.18 7.19|7.20|7.20|7.20,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Risk register|Risk assessment report|Treatment plan|Management approval records|Incident tickets|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.21,"Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on confidentiality, integrity, and availability impact, affected scope, legal or contractual implications, cost, and urgency?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.22 7.23|7.24|7.24|7.24,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.25,"Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on impact on confidentiality, integrity, and availability?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.26 7.27|7.28|7.28|7.28,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.29,"Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on the scope of affected systems, data, or users?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.30 7.31|7.32|7.32|7.32,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.33,"Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on legal, regulatory, or contractual implications?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.34 7.35|7.36|7.36|7.36,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.34,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Supplier register|Due diligence questionnaire|Contract clauses|Supplier review records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.35,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.36,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.37,"Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on potential financial, operational, and reputational cost to the organization?",,2,Yes|No|Somewhat|Not applicable,,0,,,7.38 7.39|7.40|7.40|7.40,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.38,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.39,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.40,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.41,Does this requirement reflect your company current practice: Incidents must be classified and prioritized based on urgency and likelihood of further impact?,,2,Yes|No|Somewhat|Not applicable,,0,,,7.42 7.43|7.44|7.44|7.44,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.42,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.43,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Incident Classification and Prioritization,"<i>- An information security event is any observable occurrence in a system, network, or service that may be relevant to security.
- An information security incident is one or more events that have been assessed and determined to pose a real or potential threat to the confidentiality, integrity, or availability of organizational assets.
- All reported events must be reviewed to determine whether they constitute an incident.
- Events that do not pose a security risk must be recorded and closed.
- Events that indicate compromise, policy violation, or material risk must be escalated and classified as incidents.
- Incidents must be classified and prioritized based on potential and actual impact, including:
  - Impact on confidentiality, integrity, and availability
  - Scope of affected systems, data, or users
  - Legal, regulatory, or contractual implications
  - Potential financial, operational, and reputational cost to the organization
  - Urgency and likelihood of further impact</i>",7.44,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.1,Does this requirement reflect your company current practice: Incident response must follow a defined and repeatable process.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.5,"Does this requirement reflect your company current practice: Response activities may include containment and mitigation, investigation and analysis, eradication of root causes, and recovery of systems and services?",,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
