"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - General Network Device Standards,"<i>- Network devices must be organization-approved and centrally managed where technically feasible.
- Administrative access must authenticate against a central identity source where technically feasible.
- Administrative privileges must be restricted based on least privilege.
- Default accounts, credentials, and insecure services must be disabled or secured.
- Network configuration changes must follow standard organizational processes.
- Network device activity and administrative actions must be logged in accordance with the Logging & Monitoring Policy.
- Network devices must use synchronized time sources.</i>",9.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.1,Does this requirement reflect your company current practice: Switches must be securely configured to limit unnecessary network access.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.2 10.3|10.4|10.4|10.4,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.5,Does this requirement reflect your company current practice: Management interfaces must be restricted to authorized network segments.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.6 10.7|10.8|10.8|10.8,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.9,Does this requirement reflect your company current practice: Physical access to switches and their cabling must be protected.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.10 10.11|10.12|10.12|10.12,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Access badge records|Visitor logs|CCTV or alarm reports|Other,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.13,Does this requirement reflect your company current practice: Redundant power supplies should be used where availability requirements exist.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.14 10.15|10.16|10.16|10.16,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Switches,"<i>- Switches must be securely configured to limit unnecessary network access.
- Management interfaces must be restricted to authorized network segments.
- Physical access to switches and their cabling must be protected.
- Redundant power supplies should be used where availability requirements exist.</i>",10.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.1,Does this requirement reflect your company current practice: Routers must be configured to restrict traffic based on defined routing and security rules.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.2 11.3|11.4|11.4|11.4,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.5,Does this requirement reflect your company current practice: Unnecessary services and interfaces must be disabled.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.6 11.7|11.8|11.8|11.8,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.9,Does this requirement reflect your company current practice: Router configurations must be backed up regularly.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.10 11.11|11.12|11.12|11.12,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Routers,"<i>- Routers must be configured to restrict traffic based on defined routing and security rules.
- Unnecessary services and interfaces must be disabled.
- Router configurations must be backed up regularly.</i>",11.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.1,Does this requirement reflect your company current practice: Open or unsecured wireless networks are not permitted.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.2 12.3|12.4|12.4|12.4,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.5,Does this requirement reflect your company current practice: Wireless networks must use strong encryption and authentication.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.6 12.7|12.8|12.8|12.8,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.9,Does this requirement reflect your company current practice: Wireless access must be centrally managed where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.10 12.11|12.12|12.12|12.12,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.13,Does this requirement reflect your company current practice: Guest wireless networks must be logically separated from internal networks.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.14 12.15|12.16|12.16|12.16,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.17,Does this requirement reflect your company current practice: Wireless access activity must be logged where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,12.18 12.19|12.20|12.20|12.20,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|SIEM reports|Log exports|Monitoring alerts|Other,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
12,Standard - Wireless (Wi-Fi) Networks,"<i>- Open or unsecured wireless networks are not permitted.
- Wireless networks must use strong encryption and authentication.
- Wireless access must be centrally managed where technically feasible.
- Guest wireless networks must be logically separated from internal networks.
- Wireless access activity must be logged where technically feasible.</i>",12.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.1,Does this requirement reflect your company current practice: Firewalls must enforce least-privilege network rules.,,2,Yes|No|Somewhat|Not applicable,,0,,,13.2 13.3|13.4|13.4|13.4,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.5,Does this requirement reflect your company current practice: Firewall and load balancer rules must be documented.,,2,Yes|No|Somewhat|Not applicable,,0,,,13.6 13.7|13.8|13.8|13.8,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.9,Does this requirement reflect your company current practice: Changes must follow standard organizational processes.,,2,Yes|No|Somewhat|Not applicable,,0,,,13.10 13.11|13.12|13.12|13.12,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.13,Does this requirement reflect your company current practice: Allowed and blocked traffic must be logged.,,2,Yes|No|Somewhat|Not applicable,,0,,,13.14 13.15|13.16|13.16|13.16,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.17,Does this requirement reflect your company current practice: Load balancers must be used to control and inspect traffic to production services.,,2,Yes|No|Somewhat|Not applicable,,0,,,13.18 13.19|13.20|13.20|13.20,1
